5.200799999999999 3.1 3
5.200799999999999 10.24 3
5.200799999999999 2.51 3
8.250824999999999 8.067 3
0.441 0.44 5
0.441 0.44 5
8.250824999999999 8.067 3
0.5 0 5
11.219174999999998 10.251 3
8.2269 10.854 3
9.696224999999998 1.924 3
1.856 1.856 4
3.16635 0 3
3.16635 0 3
10.4973 7.993 3
0.538 0.531 5
1.355 1.388 4
0.538 0.543 5
10.4973 8.057 3
1.355 1.356 4
12.622499999999999 7.683 3
12.622499999999999 7.682 3
8.733450000000001 8.4 3
0.55 0.549 5
0.55 0.549 5
8.733450000000001 8.4 3
8.1807 7.903 3
0.542 0.542 5
1.634 1.632 4
0.542 0.542 5
8.1807 7.903 3
1.634 1.632 4
0.49 0.487 5
0.483 0.484 5
8.1807 8.264 3
1.877 1.877 4
10.344674999999999 7.49 3
10.344674999999999 7.49 3
1.812 1.812 4
8.1807 8.181 3
8.14935 7.422 3
7.283099999999999 6.865 3
7.283099999999999 6.865 3
7.283099999999999 6.865 3
7.283099999999999 6.865 3
11.48 0 2
7.11975 7.399 3
7.11975 7.399 3
7.11975 7.399 3
7.11975 7.399 3
11.816 0 2
7.03065 7.174 3
7.03065 7.174 3
7.03065 7.174 3
7.03065 7.174 3
11.586 0 2
7.282274999999999 7.349 3
7.282274999999999 7.349 3
7.282274999999999 7.349 3
7.282274999999999 7.349 3
11.41 0 2
7.283099999999999 6.89 3
7.283099999999999 7.71 3
11.48 14.571 2
6.397049999999999 4.24 3
6.397049999999999 8.06 3
5.510999999999999 7.7 3
5.40375 6.28 3
9.316725 6.28 3
6.164399999999999 0 3
16.1733 0 2
5.7345749999999995 0 3
9.64755 0 3
7.402724999999999 6.599 3
7.402724999999999 6.599 3
7.402724999999999 6.599 3
7.402724999999999 6.599 3
10.4973 7.796 3
1.302 1.302 4
1.302 1.302 4
10.4973 7.796 3
11.037 18.151 2
11.689425 6.96 3
11.689425 7.6 3
11.037 15.459 2
11.689425 5.4 3
11.689425 9.37 3
11.689425 1.73 3
11.689425 6.85 3
11.689425 1.36 3
11.689425 5.32 3
11.853 15.916 2
11.901449999999999 5.32 3
11.901449999999999 5.4 3
11.853 14.445 2
1.164 1.149 4
5.148 4.939 3
5.148 7.403 3
11.48 14.956 2
5.868224999999999 8.06 3
5.868224999999999 4.26 3
1.335 1.336 4
5.148 8.098 3
5.148 4.977 3
10.4973 7.821 3
0.453 0.449 5
1.451 1.505 4
0.453 0.451 5
10.4973 7.833 3
1.451 1.463 4
10.4973 8.062 3
0.453 0.449 5
1.451 1.497 4
0.453 0.452 5
10.4973 8.086 3
1.451 1.43 4
12.622499999999999 7.41 3
12.622499999999999 7.41 3
12.622499999999999 7.411 3
12.622499999999999 7.411 3
1.844 1.845 4
0.448 0.449 5
1.419 1.419 4
0.477 0.477 5
0.443 0.443 5
8.21205 8.563 3
0.494 0.494 5
0.456 0.457 5
2.685 2.686 4
0.457 0.458 5
0.503 0.477 5
8.1807 7.537 3
1.699 1.452 4
8.509875000000001 7.851 3
0.524 0.524 5
0.524 0.524 5
8.509875000000001 7.85 3
1.699 2.662 4
8.1807 7.891 3
8.14935 7.454 3
0.549 0.549 5
10.4973 7.797 3
1.4 1.381 4
1.737 1.47 4
8.37045 8.363 3
10.357875 7.702 3
7.402724999999999 6.599 3
7.402724999999999 6.599 3
7.402724999999999 6.599 3
7.402724999999999 6.599 3
10.4973 7.796 3
1.302 1.302 4
1.302 1.302 4
10.4973 7.796 3
1.992 1.992 4
0.514 0.511 5
4.4319 5.319 3
8.733450000000001 8.582 3
0.524 0.482 5
0.524 0.486 5
8.733450000000001 8.905 3
14.246 0 2
8.047049999999999 6.87 3
8.047049999999999 6.87 3
8.047049999999999 6.87 3
8.047049999999999 6.87 3
11.48 0 2
0.457 0.457 5
2.844 2.844 4
8.985899999999999 8.603 3
1.149 1.149 4
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
8.858025 8.789 3
0.544 0.447 5
0.544 0.446 5
8.858025 8.789 3
4.63485 0 3
6.757574999999999 5.564 3
5.83275 5.564 3
5.539875 6.929 3
5.80305 6.929 3
15.751724999999999 0 2
6.022499999999999 0 3
5.097675 0 3
13.7565 0 2
5.0622 7.37 3
0.5 0 5
0.5 0 5
0.5 0 5
5.325374999999999 7.37 3
0.5 0 5
0.5 0 5
0.5 0 5
5.148 15.653 3
5.505224999999999 7.209 3
5.505224999999999 7.209 3
5.505224999999999 7.209 3
6.4581 6.18 3
6.4581 6.18 3
6.4581 6.18 3
6.4581 6.18 3
0.441 0.44 5
8.63775 8.43 3
1.946 1.945 4
5.148 16.109 3
9.720975 7.029 3
9.720975 7.029 3
9.720975 7.029 3
9.720975 7.029 3
0.541 0.538 5
2.233275 0 3
0.55 0.55 5
8.772224999999999 6.653 3
8.772224999999999 6.653 3
8.772224999999999 6.653 3
8.772224999999999 6.653 3
8.772224999999999 6.653 3
8.772224999999999 6.653 3
0.498 0.498 5
10.4973 7.854 3
1.852 1.853 4
1.177 1.301 4
8.37045 8.082 3
10.357875 7.78 3
2.111 2.111 4
5.148 15.706 3
1.822 1.689 4
1.822 1.689 4
0.534 0.528 5
8.37045 8.033 3
1.84 1.839 4
1.173 1.499 4
8.37045 8.249 3
8.01075 7.455 3
0.443 0.443 5
1.89 1.889 4
0.468 0.468 5
0.44 0.44 5
0.441 0.441 5
2.164 2.162 4
0.44 0.44 5
0.503 0.478 5
8.1807 7.928 3
1.699 1.591 4
1.699 2.416 4
8.1807 7.797 3
8.14935 7.135 3
0.47 0.51 5
10.4973 8.022 3
1.409 1.39 4
1.264 1.302 4
8.567625 8.065 3
10.427175 7.604 3
8.63775 8.8 3
0.521 0.54 5
0.521 0.54 5
8.63775 8.8 3
7.226999999999999 6.335 3
7.226999999999999 6.335 3
7.226999999999999 6.335 3
7.226999999999999 6.335 3
7.226999999999999 6.338 3
7.226999999999999 6.338 3
7.226999999999999 6.338 3
7.226999999999999 6.338 3
8.63775 8.8 3
0.464 0.454 5
0.464 0.443 5
8.63775 8.8 3
0.475 0.475 5
1.248 1.248 4
8.63775 7.967 3
10.4973 7.848 3
0.442 0.448 5
1.47 1.435 4
0.442 0.448 5
10.4973 7.848 3
1.47 1.436 4
0.47 0.505 5
10.4973 8.022 3
1.409 1.391 4
1.264 1.301 4
8.567625 8.062 3
12.622499999999999 7.724 3
12.622499999999999 7.724 3
10.427175 7.603 3
8.858025 8.679 3
0.543 0.528 5
0.543 0.529 5
8.858025 8.679 3
5.8773 3.53 3
5.8773 2.13 3
5.8773 10.12 3
5.8773 3.67 3
8.37045 8.18 3
0.521 0.52 5
1.201 1.201 4
0.521 0.52 5
8.37045 8.18 3
1.201 1.201 4
10.275375 7.765 3
10.275375 7.765 3
10.4973 8.046 3
0.545 0.548 5
1.357 1.332 4
0.545 0.548 5
10.4973 8.045 3
1.357 1.332 4
12.622499999999999 7.361 3
12.622499999999999 7.361 3
2.329 2.314 4
8.63775 8.205 3
0.511 0.529 5
0.511 0.529 5
8.63775 8.205 3
1.467 1.467 4
0.55 0.55 5
8.250824999999999 8.472 3
7.283099999999999 2.02 3
7.283099999999999 10.17 3
7.283099999999999 3.99 3
7.283099999999999 2.09 3
7.371374999999999 3.96 3
7.371374999999999 10 3
7.371374999999999 1.86 3
7.371374999999999 3.97 3
7.371374999999999 3.97 3
7.371374999999999 1.86 3
7.371374999999999 10 3
7.371374999999999 3.96 3
1.889 1.889 4
8.15265 7.405 3
6.090974999999999 4.689 3
8.509875000000001 8.431 3
0.494 0.498 5
0.494 0.498 5
8.509875000000001 8.431 3
1.753 1.772 4
0.442 0.442 5
1.661 1.667 4
8.219475 7.971 3
1.903 1.901 4
8.43975 8.194 3
1.744 1.743 4
0.443 0.443 5
1.47 1.496 4
8.219475 7.721 3
1.047 1.047 4
8.219475 7.402 3
5.148 15.689 3
11.48 0 2
0.54 0.537 5
10.4973 7.934 3
1.366 1.366 4
1.264 1.263 4
8.37045 8.443 3
10.357875 7.489 3
0.462 0.521 5
10.4973 8.038 3
1.409 1.354 4
1.207 1.279 4
8.567625 8.336 3
10.427175 7.399 3
0.448 0.441 5
8.63775 8.22 3
2.08 2.265 4
0.522 0.522 5
10.4973 7.863 3
1.347 1.353 4
1.207 1.148 4
8.567625 8.302 3
10.427175 7.387 3
0.445 0.454 5
10.4973 8.245 3
1.504 1.414 4
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
1.264 1.152 4
8.567625 8.326 3
10.427175 7.556 3
8.4711 8.283 3
8.15265 7.156 3
1.915 1.915 4
4.671975 0 3
4.671975 0 3
6.196574999999999 5.156 3
6.374775 7.004 3
6.374775 7.004 3
6.374775 7.004 3
6.374775 7.004 3
6.374775 7.004 3
6.374775 7.004 3
1.453 2.133 4
8.567625 8.612 3
8.219475 8.09 3
0.44 0.44 5
8.37045 8.088 3
1.326 1.326 4
1.749 1.757 4
8.567625 8.358 3
8.08005 7.681 3
10.351 0 2
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
10.351 0 2
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
0.498 0.498 5
10.4973 7.806 3
1.464 1.458 4
12.173 0 2
6.010949999999999 6.99 3
6.010949999999999 6.99 3
6.010949999999999 6.99 3
12.173 0 2
6.010949999999999 6.99 3
6.010949999999999 6.99 3
6.010949999999999 6.99 3
6.010949999999999 6.99 3
6.010949999999999 6.99 3
6.010949999999999 6.99 3
6.010949999999999 6.99 3
6.010949999999999 6.99 3
6.010949999999999 6.99 3
1.417 1.417 4
10.4973 7.78 3
12.705 7.741 3
1.762 1.759 4
0.468 0.467 5
8.63775 8.423 3
5.139749999999999 0 3
5.139749999999999 0 3
9.483374999999999 7.199 3
9.483374999999999 7.199 3
9.483374999999999 7.199 3
9.483374999999999 7.199 3
8.707875 7.111 3
8.707875 7.111 3
8.707875 7.111 3
8.707875 7.111 3
8.707875 7.111 3
8.707875 7.111 3
8.63775 8.326 3
0.52 0.52 5
0.52 0.531 5
8.63775 8.324 3
6.57855 2.5 3
6.57855 10.24 3
6.57855 3.11 3
6.57855 2.5 3
6.57855 2.5 3
6.57855 3.11 3
6.57855 10.24 3
6.57855 2.5 3
6.995999999999999 0 3
6.995999999999999 0 3
6.995999999999999 0 3
6.995999999999999 0 3
10.4973 7.767 3
0.549 0.55 5
1.255 1.25 4
0.549 0.549 5
10.4973 7.767 3
1.255 1.251 4
12.622499999999999 7.51 3
12.622499999999999 7.51 3
1.8158249999999998 0 3
1.8158249999999998 0 3
1.8158249999999998 0 3
1.8158249999999998 0 3
1.8158249999999998 0 3
1.8158249999999998 0 3
1.964 1.848 4
0.511 0.491 5
1.837 1.829 4
0.442 0.442 5
1.964 1.857 4
0.511 0.503 5
1.837 1.835 4
0.442 0.442 5
8.250824999999999 7.105 3
8.250824999999999 7.18 3
0.531 0.527 5
0.531 0.528 5
8.598975 8.9 3
8.598975 8.9 3
10.4973 7.644 3
0.541 0.549 5
1.459 1.275 4
0.541 0.549 5
10.4973 7.644 3
1.459 1.275 4
12.622499999999999 7.734 3
12.622499999999999 7.734 3
11.093775 9.534 3
6.133875 9.86 3
6.35745 4.15 3
10.2861 6.4 3
5.1983250000000005 6.4 3
8.3028 1.594 3
8.526375 1.895 3
15.88 14.695 2
11.5185 0 2
8.727675 6.915 3
3.6399 6.915 3
5.168625 0 3
4.679399999999999 6.165 3
4.679399999999999 6.165 3
4.679399999999999 6.165 3
10.4973 8.009 3
0.444 0.44 5
1.514 1.3 4
0.444 0.441 5
10.4973 8 3
1.514 1.326 4
10.4973 7.756 3
0.541 0.542 5
1.357 1.294 4
0.541 0.542 5
10.4973 7.756 3
1.357 1.295 4
12.622499999999999 7.697 3
12.622499999999999 7.709 3
12.622499999999999 7.714 3
12.622499999999999 7.714 3
0.487 0.487 5
10.4973 8.074 3
1.405 1.48 4
1.446 1.347 4
8.37045 7.754 3
10.357875 7.508 3
0.889 0.889 4
0.9858749999999998 3.469 3
0.10229999999999999 1.754 3
0.515 0.515 5
8.567625 7.978 3
1.633 1.633 4
1.715 1.714 4
8.37045 7.923 3
8.08005 7.697 3
8.37045 8.114 3
0.502 0.52 5
1.251 1.198 4
0.502 0.515 5
8.37045 8.114 3
1.251 1.314 4
10.275375 7.388 3
10.275375 7.389 3
0.468 0.494 5
1.743 1.807 4
8.250824999999999 8.549 3
0.485 0.485 5
6.751799999999999 8.7 3
0.516 0.517 5
0.445 0.446 5
2.653 2.657 4
0.457 0.457 5
0.532 0.531 5
10.4973 7.443 3
1.686 1.687 4
1.31 2.269 4
10.4973 8.223 3
12.705 7.628 3
3.80985 0 3
5.868224999999999 7.263 3
5.868224999999999 7.263 3
11.48 0 2
6.335999999999999 6.803 3
6.335999999999999 6.803 3
9.395924999999998 0 3
5.3856 6.65 3
5.3856 6.65 3
5.3856 6.65 3
5.3856 6.65 3
5.3856 6.65 3
5.3856 6.65 3
5.868224999999999 7.513 3
5.868224999999999 7.513 3
11.48 0 2
6.335999999999999 6.803 3
6.335999999999999 6.803 3
5.3856 6.65 3
5.3856 6.65 3
5.3856 6.65 3
5.3856 6.65 3
5.3856 6.65 3
5.3856 6.65 3
11.724 13.893 2
6.745199999999999 2.79 3
6.5472 10.26 3
11.724 13.893 2
6.745199999999999 2.79 3
6.5472 2.79 3
6.745199999999999 2.79 3
6.5472 2.79 3
6.745199999999999 10.26 3
6.5472 2.79 3
11.816 13.377 2
5.842649999999999 2.79 3
5.842649999999999 2.79 3
11.816 13.377 2
5.842649999999999 10.26 3
5.842649999999999 2.79 3
5.64465 10.26 3
5.64465 2.79 3
5.64465 2.79 3
5.64465 2.79 3
11.683 13.441 2
4.73715 9.68 3
4.73715 4.65 3
0.484 0.484 5
8.37045 8.638 3
1.283 1.282 4
15.958 17.541 2
1.451 1.451 4
10.4973 7.851 3
10.357875 7.361 3
2.608 2.608 4
0.537 0.537 5
8.2896 8.198 3
8.01075 7.594 3
1.264 1.236 4
8.37045 7.838 3
8.37045 7.918 3
1.5 1.308 4
0.496 0.519 5
7.282274999999999 7.087 3
7.282274999999999 7.087 3
7.282274999999999 7.087 3
7.282274999999999 7.087 3
7.49925 7.367 3
7.49925 7.367 3
7.49925 7.367 3
7.49925 7.367 3
8.2896 7.967 3
0 0.442 5
0 0.442 5
8.2896 7.956 3
6.1677 6.33 3
6.1677 6.33 3
6.1677 6.33 3
6.1677 6.33 3
13.237949999999998 0 2
6.74685 7.108 3
6.74685 7.108 3
6.74685 7.108 3
13.237949999999998 0 2
6.74685 7.108 3
6.74685 7.108 3
6.74685 7.108 3
6.74685 7.108 3
6.74685 7.108 3
6.74685 7.108 3
6.74685 7.108 3
6.74685 7.108 3
6.74685 7.108 3
1.471 1.471 4
8.219475 7.812 3
2.392 1.507 4
0.44 0.44 5
8.1807 7.983 3
1.737 1.737 4
1.676 1.677 4
0.537 0.536 5
0.528 0.527 5
1.803 1.803 4
0.442 0.442 5
2.119 2.119 4
8.43975 8.552 3
1.644 1.644 4
8.219475 7.766 3
1.901 1.956 4
1.901 1.901 4
11.48 15.265 2
6.425924999999999 3.58 3
6.425924999999999 8.03 3
0.5 0 5
0.5 0 5
0.5 0 5
8.63775 8.407 3
0.549 0.55 5
0.549 0.55 5
8.63775 8.405 3
10.351 0 2
6.995174999999999 7.108 3
6.995174999999999 7.108 3
6.995174999999999 7.108 3
6.995174999999999 7.108 3
6.995174999999999 7.108 3
6.995174999999999 7.108 3
8.21205 8.461 3
0.454 0.465 5
0.454 0.443 5
8.21205 7.856 3
0.547 0.547 5
0.441 0.441 5
0.44 0.44 5
8.1807 8.201 3
1.495 1.495 4
1.512 1.512 4
8.37045 8.315 3
8.08005 8.475 3
6.434175 6.281 3
6.434175 6.281 3
6.434175 6.281 3
6.434175 6.281 3
6.434175 6.281 3
6.434175 6.281 3
8.250824999999999 8.659 3
0.453 0.464 5
0.453 0.464 5
8.250824999999999 8.66 3
0.498 0.52 5
8.37045 7.863 3
1.279 1.341 4
1.405 1.489 4
10.4973 8.079 3
10.357875 7.502 3
8.509875000000001 8.098 3
0.548 0.549 5
0.548 0.549 5
8.509875000000001 8.098 3
10.351 0 2
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
10.351 0 2
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
6.995174999999999 7.109 3
10.4973 7.72 3
0.444 0.442 5
1.514 1.479 4
0.444 0.454 5
10.4973 7.735 3
1.514 1.356 4
12.622499999999999 7.346 3
12.622499999999999 7.344 3
4.4533499999999995 5.378 3
0.46 0.445 5
0.46 0.474 5
4.4533499999999995 5.266 3
1.701 1.702 4
0.541 0.541 5
1.706 1.708 4
8.1807 8.147 3
1.672 1.672 4
8.43975 8.285 3
0.445 0.541 5
8.37045 8.409 3
1.209 1.209 4
1.446 1.444 4
8.37045 7.882 3
8.01075 7.693 3
8.01075 7.51 3
8.01075 8.06 3
7.31115 8.06 3
7.31115 7.51 3
5.252775 10.682 2
8.598149999999999 8.06 3
8.598149999999999 8.06 3
5.252775 10.68 2
8.2731 8.53 3
1.91 1.91 4
6.09675 4.819 3
8.733450000000001 8.57 3
0.55 0.55 5
0.55 0.55 5
8.733450000000001 8.57 3
8.733450000000001 8.57 3
0.55 0.55 5
0.55 0.55 5
8.733450000000001 8.57 3
5.3163 10.21 3
5.3163 3.32 3
5.3163 3.32 3
5.3163 10.21 3
16.295 15.99 2
16.295 15.99 2
0.519 0.508 5
1.459 1.65 4
8.858025 8.769 3
10.4973 7.768 3
0.549 0.55 5
1.255 1.255 4
0.549 0.55 5
10.4973 7.768 3
1.255 1.256 4
12.622499999999999 7.689 3
12.622499999999999 7.689 3
10.4973 7.773 3
0.536 0.539 5
1.505 1.544 4
0.536 0.539 5
10.4973 7.773 3
1.505 1.542 4
12.622499999999999 7.712 3
12.622499999999999 7.712 3
0.549 0.549 5
8.250824999999999 8.37 3
1.843 1.843 4
8.023125 4.23 3
8.023125 9.87 3
8.023125 1.76 3
8.023125 4.2 3
10.4973 7.992 3
0.444 0.442 5
1.514 1.44 4
0.444 0.443 5
10.4973 7.665 3
1.514 1.434 4
12.622499999999999 7.314 3
12.622499999999999 7.314 3
10.351 0 2
6.995174999999999 7.115 3
6.995174999999999 7.115 3
6.995174999999999 7.115 3
6.995174999999999 7.115 3
6.995174999999999 7.115 3
6.995174999999999 7.115 3
5.148 15.572 3
10.4973 7.949 3
0.466 0.451 5
1.467 1.472 4
0.466 0.451 5
10.4973 7.949 3
1.467 1.474 4
12.622499999999999 7.31 3
12.622499999999999 7.31 3
8.2896 8.466 3
0.456 0.478 5
0.456 0.478 5
8.2896 8.467 3
5.139749999999999 0 3
5.139749999999999 0 3
1.57 1.541 4
7.155225 4.5 3
7.155225 9.75 3
7.155225 1.59 3
7.155225 4.55 3
6.981974999999999 3.92 3
6.981974999999999 1.88 3
6.981974999999999 1.93 3
6.981974999999999 9.98 3
0.467 0.462 5
10.4973 7.896 3
1.448 1.333 4
1.177 1.286 4
8.37045 8.124 3
10.357875 6.068 3
0.536 0.538 5
8.1807 7.933 3
1.988 1.989 4
0.447 0.447 5
8.567625 8.066 3
1.175 1.251 4
1.485 1.483 4
8.37045 8.701 3
8.08005 7.802 3
1.423 1.495 4
10.4973 7.877 3
10.427175 7.51 3
0.473 0.473 5
10.4973 8.073 3
1.424 1.424 4
1.207 1.234 4
8.567625 8.324 3
10.427175 7.35 3
8.509875000000001 8.652 3
0.536 0.539 5
0.536 0.539 5
8.509875000000001 8.652 3
10.4973 7.643 3
0.536 0.55 5
1.505 1.517 4
0.536 0.55 5
10.4973 7.643 3
1.505 1.517 4
12.622499999999999 7.718 3
12.622499999999999 7.718 3
6.434175 7.033 3
6.434175 7.033 3
6.434175 7.033 3
6.434175 7.033 3
6.434175 7.033 3
6.434175 7.033 3
6.434175 7.033 3
6.434175 7.033 3
6.434175 7.033 3
6.434175 7.033 3
6.434175 7.033 3
6.434175 7.033 3
1.946 1.948 4
0.441 0.473 5
8.63775 8.422 3
10.4973 7.767 3
0.549 0.55 5
1.255 1.257 4
0.549 0.55 5
10.4973 7.767 3
1.255 1.256 4
12.622499999999999 7.688 3
12.622499999999999 7.688 3
10.4973 7.768 3
0.549 0.549 5
1.255 1.251 4
0.549 0.549 5
10.4973 7.768 3
1.255 1.251 4
12.622499999999999 7.689 3
12.622499999999999 7.689 3
10.4973 7.767 3
0.549 0.55 5
1.255 1.256 4
0.549 0.55 5
10.4973 7.767 3
1.255 1.256 4
12.622499999999999 7.688 3
12.622499999999999 7.688 3
7.66425 7.5 3
7.66425 7.5 3
7.66425 7.5 3
7.66425 7.5 3
6.5967 6.808 3
6.5967 6.808 3
0.468 0.476 5
8.43975 7.861 3
2.549 2.455 4
5.148 10.472 3
5.148 17.024 3
0.466 0.467 5
0.466 0.458 5
8.1807 7.89 3
1.62 1.968 4
8.1807 8.014 3
0.55 0.44 5
0 2.54 2
1.945 2.76 4
0.461 0.478 5
1.699 1.21 4
8.1807 7.877 3
8.14935 7.492 3
7.588349999999999 6.062 3
7.588349999999999 6.062 3
7.588349999999999 6.062 3
7.588349999999999 6.062 3
0.441 0.442 5
8.858025 8.901 3
0.55 0.55 5
8.1807 7.781 3
1.62 1.666 4
0.538 0.538 5
1.781 1.736 4
8.1807 8.093 3
8.14935 7.736 3
7.283099999999999 6.865 3
7.283099999999999 6.865 3
7.283099999999999 6.865 3
7.283099999999999 6.865 3
7.11975 7.5 3
7.11975 7.5 3
7.11975 7.5 3
7.11975 7.5 3
7.683225 7.4 3
7.683225 7.4 3
7.683225 7.4 3
7.683225 7.4 3
8.2896 8.497 3
0.461 0.462 5
0.461 0.461 5
8.2896 8.494 3
7.11975 7.478 3
7.11975 7.478 3
7.11975 7.478 3
7.11975 7.478 3
6.569475 6.632 3
6.569475 6.632 3
6.569475 6.632 3
6.569475 6.632 3
5.92845 6.499 3
5.92845 6.499 3
5.92845 6.499 3
5.92845 6.499 3
5.92845 6.499 3
5.92845 6.499 3
6.1800749999999995 0 3
6.1800749999999995 0 3
7.198124999999999 6.422 3
7.198124999999999 6.422 3
7.198124999999999 6.422 3
7.198124999999999 6.422 3
1.150875 0 3
1.422 1.422 4
1.764 1.758 4
0.725175 0 3
1.2399749999999998 0 3
8.509875000000001 8.576 3
0.494 0.474 5
0.494 0.476 5
8.509875000000001 8.577 3
15.287249999999998 0 2
7.094999999999999 6.964 3
15.287249999999998 0 2
